sample	chr_pos	meth_pct	coverage
EGAN00001341986	chr5_36953216	100	4
EGAN00001341986	chr5_58913787	50	2
EGAN00001341986	chr5_62208520	71.4285714285714	7
EGAN00001341986	chr5_63155217	100	5
EGAN00001341986	chr5_76199453	0	1
EGAN00001341986	chr5_88827334	50	2
EGAN00001341986	chr5_96656366	88.8888888888889	9
EGAN00001341986	chr5_134906266	33.3333333333333	3
EGAN00001341986	chr5_135036179	60	5
EGAN00001341986	chr5_137889034	16.6666666666667	6
EGAN00001341986	chr5_146333950	42.8571428571429	7
EGAN00001341986	chr11_12886036	0	8
EGAN00001341986	chr11_18108059	66.6666666666667	3
EGAN00001341986	chr11_64041133	50	4
EGAN00001341986	chr11_64236610	100	5
EGAN00001341986	chr11_65642354	100	2
EGAN00001341986	chr11_66959350	41.6666666666667	12
EGAN00001341986	chr11_68878159	71.4285714285714	7
EGAN00001341986	chr11_69152182	100	5
EGAN00001341986	chr11_69702042	75	4
EGAN00001341986	chr11_94584351	0	3
EGAN00001341986	chr11_117071886	100	4
EGAN00001341986	chr11_125382866	66.6666666666667	9
EGAN00001341986	chr11_125418747	100	3
EGAN00001341986	chr11_126461346	33.3333333333333	3
EGAN00001341986	chr11_131933432	100	1
EGAN00001341986	chr11_132479453	100	3
EGAN00001341986	chr6_10882717	0	6
EGAN00001341986	chr6_24684543	100	2
EGAN00001341986	chr6_25263453	100	2
EGAN00001341986	chr6_27187194	100	2
EGAN00001341986	chr6_45236020	83.3333333333333	6
EGAN00001341986	chr6_68487849	62.5	8
EGAN00001341986	chr6_68633390	37.5	8
EGAN00001341986	chr6_69431934	100	4
EGAN00001341986	chr6_96784428	66.6666666666667	9
EGAN00001341986	chr6_126033156	57.1428571428571	7
EGAN00001341986	chr6_128911345	50	4
EGAN00001341986	chr6_133746072	100	2
EGAN00001341986	chr6_133948746	66.6666666666667	3
EGAN00001341986	chr6_138523563	33.3333333333333	3
EGAN00001341986	chr6_150490691	75	8
EGAN00001341986	chr6_158356641	78.5714285714286	14
EGAN00001341986	chr6_159578134	85.7142857142857	14
EGAN00001341986	chr13_25852742	85.7142857142857	7
EGAN00001341986	chr13_51782350	66.6666666666667	12
EGAN00001341986	chr13_87447540	100	8
EGAN00001341986	chr13_99977890	50	4
EGAN00001341986	chr13_111422484	100	3
EGAN00001341986	chr8_4462694	71.4285714285714	7
EGAN00001341986	chr8_28419410	66.6666666666667	3
EGAN00001341986	chr8_41725935	0	2
EGAN00001341986	chr8_109229267	83.3333333333333	6
EGAN00001341986	chr8_127312020	83.3333333333333	6
EGAN00001341986	chr8_140469431	50	2
EGAN00001341986	chr8_142907539	75	4
EGAN00001341986	chr3_26878167	100	5
EGAN00001341986	chr3_46984285	83.3333333333333	6
EGAN00001341986	chr3_46988170	0	2
EGAN00001341986	chr3_54203074	0	1
EGAN00001341986	chr3_61178549	75	12
EGAN00001341986	chr3_72302013	66.6666666666667	3
EGAN00001341986	chr3_75583245	33.3333333333333	3
EGAN00001341986	chr3_75583318	0	2
EGAN00001341986	chr3_95090765	81.8181818181818	11
EGAN00001341986	chr3_98758134	100	4
EGAN00001341986	chr3_122232635	100	6
EGAN00001341986	chr3_124292638	100	8
EGAN00001341986	chr3_126214216	100	2
EGAN00001341986	chr3_141009558	62.5	8
EGAN00001341986	chr3_157701978	100	9
EGAN00001341986	chr3_161514273	100	2
EGAN00001341986	chr3_187890625	50	6
EGAN00001341986	chr3_196648504	71.4285714285714	7
EGAN00001341986	chr12_34421085	30	10
EGAN00001341986	chr12_47817468	0	2
EGAN00001341986	chr12_54329411	50	2
EGAN00001341986	chr12_96485658	0	2
EGAN00001341986	chr12_103365614	57.1428571428571	7
EGAN00001341986	chr12_104215539	0	1
EGAN00001341986	chr12_109264248	100	1
EGAN00001341986	chr12_109925358	100	1
EGAN00001341986	chr12_115334226	25	4
EGAN00001341986	chr12_121366048	85.7142857142857	7
EGAN00001341986	chr12_124548162	50	2
EGAN00001341986	chr12_132417868	50	2
EGAN00001341986	chr12_133232969	100	11
EGAN00001341986	chr2_70202883	80	5
EGAN00001341986	chr2_70896812	20	5
EGAN00001341986	chr2_71024387	75	4
EGAN00001341986	chr2_101245113	100	3
EGAN00001341986	chr2_104373927	100	1
EGAN00001341986	chr2_128902340	0	3
EGAN00001341986	chr2_175400388	84.6153846153846	13
EGAN00001341986	chr2_182031185	100	2
EGAN00001341986	chr2_187003438	0	1
EGAN00001341986	chr2_203707953	88.8888888888889	9
EGAN00001341986	chr2_213001584	7.69230769230769	13
EGAN00001341986	chr2_217062556	100	4
EGAN00001341986	chr2_226994954	50	8
EGAN00001341986	chr2_228500207	33.3333333333333	9
EGAN00001341986	chr2_230318605	0	6
EGAN00001341986	chr20_18728365	100	3
EGAN00001341986	chr20_31274499	100	3
EGAN00001341986	chr20_38892436	0	1
EGAN00001341986	chr20_41378024	80	5
EGAN00001341986	chr20_53469500	100	9
EGAN00001341986	chr20_56318577	80	5
EGAN00001341986	chr20_63085658	100	1
EGAN00001341986	chr20_63131247	0	3
EGAN00001341986	chr20_63165100	60	5
EGAN00001341986	chr7_5164167	100	3
EGAN00001341986	chr7_5564384	20	5
EGAN00001341986	chr7_30642492	80	5
EGAN00001341986	chr7_43199785	0	5
EGAN00001341986	chr7_56454779	66.6666666666667	3
EGAN00001341986	chr7_58045908	58.3333333333333	12
EGAN00001341986	chr7_73565783	66.6666666666667	6
EGAN00001341986	chr7_76166396	100	1
EGAN00001341986	chr7_95917591	100	5
EGAN00001341986	chr7_115420145	100	2
EGAN00001341986	chr7_116306146	100	7
EGAN00001341986	chr7_134355048	50	8
EGAN00001341986	chr9_263022	50	2
EGAN00001341986	chr9_11233815	100	10
EGAN00001341986	chr9_20682982	100	1
EGAN00001341986	chr9_21152362	100	3
EGAN00001341986	chr9_42853495	0	2
EGAN00001341986	chr9_63348247	66.6666666666667	3
EGAN00001341986	chr9_76836241	42.8571428571429	14
EGAN00001341986	chr9_77514982	0	4
EGAN00001341986	chr9_78292300	42.8571428571429	7
EGAN00001341986	chr9_78618458	100	2
EGAN00001341986	chr9_80747246	66.6666666666667	3
EGAN00001341986	chr9_81101871	71.4285714285714	7
EGAN00001341986	chr9_130376556	100	5
EGAN00001341986	chr9_134026344	0	2
EGAN00001341986	chr9_135481350	100	2
EGAN00001341986	chr10_13054037	50	2
EGAN00001341986	chr10_15761856	77.7777777777778	9
EGAN00001341986	chr10_22875783	100	6
EGAN00001341986	chr10_32230625	42.8571428571429	7
EGAN00001341986	chr10_43215249	100	1
EGAN00001341986	chr10_46051416	50	2
EGAN00001341986	chr10_103848137	40	5
EGAN00001341986	chr10_116238155	100	5
EGAN00001341986	chr10_117126333	100	2
EGAN00001341986	chr10_123497213	75	4
EGAN00001341986	chr10_130359215	0	1
EGAN00001341986	chr10_131581723	50	2
EGAN00001341986	chr10_132416091	100	1
EGAN00001341986	chr22_12168418	70	10
EGAN00001341986	chr22_26630073	66.6666666666667	9
EGAN00001341986	chr22_26665011	66.6666666666667	3
EGAN00001341986	chr22_27803413	100	7
EGAN00001341986	chr22_49646965	100	4
EGAN00001341986	chr22_50267083	100	1
EGAN00001341986	chr22_50499363	75	4
EGAN00001341986	chr17_4692189	83.3333333333333	6
EGAN00001341986	chr17_6985285	77.7777777777778	9
EGAN00001341986	chr17_16415616	0	4
EGAN00001341986	chr17_68247196	100	1
EGAN00001341986	chr17_75539860	100	4
EGAN00001341986	chr17_81080366	0	2
EGAN00001341986	chr18_14600023	44.4444444444444	9
EGAN00001341986	chr18_36160184	85.7142857142857	7
EGAN00001341986	chr18_60868500	40	10
EGAN00001341986	chr18_77421661	100	2
EGAN00001341986	chr15_25644379	0	4
EGAN00001341986	chr15_37642362	66.6666666666667	12
EGAN00001341986	chr15_59863352	42.8571428571429	7
EGAN00001341986	chr15_65305540	100	3
EGAN00001341986	chr15_77815002	83.3333333333333	6
EGAN00001341986	chr15_82808150	100	2
EGAN00001341986	chr15_82850898	37.5	8
EGAN00001341986	chr15_99438835	33.3333333333333	3
EGAN00001341986	chr15_101653213	60	5
EGAN00001341986	chr21_14070208	0	1
EGAN00001341986	chr21_37565327	100	3
EGAN00001341986	chr21_38664557	66.6666666666667	3
EGAN00001341986	chr21_42518157	85.7142857142857	7
EGAN00001341986	chr21_44344331	85.7142857142857	7
EGAN00001341986	chr21_45819850	100	3
EGAN00001341987	chr6_10882717	0	2
EGAN00001341987	chr6_24684543	100	6
EGAN00001341987	chr6_25263453	0	1
EGAN00001341987	chr6_27187194	80	10
EGAN00001341987	chr6_35503585	0	4
EGAN00001341987	chr6_45236020	75	4
EGAN00001341987	chr6_68487849	77.7777777777778	9
EGAN00001341987	chr6_68633390	20	5
EGAN00001341987	chr6_69431934	100	5
EGAN00001341987	chr6_96784428	66.6666666666667	6
EGAN00001341987	chr6_126033156	60	10
EGAN00001341987	chr6_128911345	60	5
EGAN00001341987	chr6_130194025	100	1
EGAN00001341987	chr6_133746072	100	4
EGAN00001341987	chr6_133948746	28.5714285714286	7
EGAN00001341987	chr6_138523563	50	4
EGAN00001341987	chr6_150490691	100	5
EGAN00001341987	chr6_158356641	83.3333333333333	6
EGAN00001341987	chr6_159578134	50	6
EGAN00001341987	chr13_25852742	100	6
EGAN00001341987	chr13_51782350	100	5
EGAN00001341987	chr13_87447540	100	5
EGAN00001341987	chr13_99977890	33.3333333333333	3
EGAN00001341987	chr13_111422484	85.7142857142857	7
EGAN00001341987	chr8_4462694	66.6666666666667	9
EGAN00001341987	chr8_28419410	100	3
EGAN00001341987	chr8_41725935	100	1
EGAN00001341987	chr8_109229267	100	5
EGAN00001341987	chr8_140469431	100	2
EGAN00001341987	chr8_142700164	33.3333333333333	3
EGAN00001341987	chr8_142907539	33.3333333333333	3
EGAN00001341987	chr12_34421085	22.2222222222222	9
EGAN00001341987	chr12_47817468	0	2
EGAN00001341987	chr12_54329411	0	1
EGAN00001341987	chr12_103365614	63.6363636363636	11
EGAN00001341987	chr12_109264248	100	2
EGAN00001341987	chr12_109925358	100	5
EGAN00001341987	chr12_115334226	16.6666666666667	6
EGAN00001341987	chr12_121366048	50	8
EGAN00001341987	chr12_132417868	100	5
EGAN00001341987	chr12_133232969	44.4444444444444	9
EGAN00001341987	chr4_981446	87.5	8
EGAN00001341987	chr4_6355382	0	7
EGAN00001341987	chr4_7722248	0	2
EGAN00001341987	chr4_9381003	100	2
EGAN00001341987	chr4_12118549	40	5
EGAN00001341987	chr4_26822662	50	8
EGAN00001341987	chr4_37436122	0	6
EGAN00001341987	chr4_64314525	66.6666666666667	3
EGAN00001341987	chr4_64927430	77.7777777777778	9
EGAN00001341987	chr4_78704723	77.7777777777778	9
EGAN00001341987	chr4_134394695	75	8
EGAN00001341987	chr4_164959805	33.3333333333333	6
EGAN00001341987	chr4_184040172	33.3333333333333	3
EGAN00001341987	chr4_184097440	0	2
EGAN00001341987	chr4_188315458	100	7
EGAN00001341987	chr11_12886036	7.69230769230769	13
EGAN00001341987	chr11_18108059	44.4444444444444	9
EGAN00001341987	chr11_64041133	100	2
EGAN00001341987	chr11_64236610	100	1
EGAN00001341987	chr11_65642354	100	4
EGAN00001341987	chr11_66959350	15.3846153846154	13
EGAN00001341987	chr11_68878159	100	4
EGAN00001341987	chr11_69152182	66.6666666666667	6
EGAN00001341987	chr11_69702042	66.6666666666667	3
EGAN00001341987	chr11_94584351	33.3333333333333	3
EGAN00001341987	chr11_117071886	100	6
EGAN00001341987	chr11_125382866	50	2
EGAN00001341987	chr11_125418747	100	7
EGAN00001341987	chr11_126461346	80	5
EGAN00001341987	chr11_131933432	100	6
EGAN00001341987	chr11_132479453	0	1
EGAN00001341987	chr16_984377	75	4
EGAN00001341987	chr16_10385715	33.3333333333333	3
EGAN00001341987	chr16_26750116	80	5
EGAN00001341987	chr16_27143556	66.6666666666667	3
EGAN00001341987	chr16_27782241	100	1
EGAN00001341987	chr16_28862806	0	3
EGAN00001341987	chr16_29829449	100	7
EGAN00001341987	chr16_31427636	100	1
EGAN00001341987	chr16_31639411	71.4285714285714	7
EGAN00001341987	chr16_32127597	50	4
EGAN00001341987	chr16_34663733	60	10
EGAN00001341987	chr16_49395896	75	8
EGAN00001341987	chr16_57529241	75	4
EGAN00001341987	chr16_73010278	25	4
EGAN00001341987	chr16_85509285	33.3333333333333	3
EGAN00001341987	chr16_88116470	0	2
EGAN00001341987	chr16_88786563	66.6666666666667	3
EGAN00001341987	chr16_88901804	100	3
EGAN00001341987	chr15_25644379	100	1
EGAN00001341987	chr15_37642362	100	11
EGAN00001341987	chr15_59863352	25	4
EGAN00001341987	chr15_60876327	0	1
EGAN00001341987	chr15_65305540	100	4
EGAN00001341987	chr15_77815002	100	5
EGAN00001341987	chr15_82808150	80	5
EGAN00001341987	chr15_82850898	66.6666666666667	6
EGAN00001341987	chr15_99438835	0	3
EGAN00001341987	chr15_101653213	100	1
EGAN00001341987	chr5_1597217	33.3333333333333	6
EGAN00001341987	chr5_1778903	72.7272727272727	11
EGAN00001341987	chr5_24317711	66.6666666666667	3
EGAN00001341987	chr5_33600908	80	5
EGAN00001341987	chr5_36017684	100	6
EGAN00001341987	chr5_36953216	100	7
EGAN00001341987	chr5_58913787	100	4
EGAN00001341987	chr5_62208520	100	4
EGAN00001341987	chr5_63155217	33.3333333333333	3
EGAN00001341987	chr5_76199453	0	4
EGAN00001341987	chr5_88827334	16.6666666666667	6
EGAN00001341987	chr5_96656366	100	4
EGAN00001341987	chr5_135036179	33.3333333333333	6
EGAN00001341987	chr5_137889034	33.3333333333333	9
EGAN00001341987	chr5_141477532	0	1
EGAN00001341987	chr5_146333950	50	2
EGAN00001341987	chr5_170715905	66.6666666666667	6
EGAN00001341987	chr1_3332671	75	4
EGAN00001341987	chr1_11644156	50	4
EGAN00001341987	chr1_15584385	50	4
EGAN00001341987	chr1_16167239	75	4
EGAN00001341987	chr1_25618560	0	2
EGAN00001341987	chr1_26319849	28.5714285714286	7
EGAN00001341987	chr1_36555214	100	4
EGAN00001341987	chr1_53638146	83.3333333333333	6
EGAN00001341987	chr1_96518976	83.3333333333333	6
EGAN00001341987	chr1_98733419	83.3333333333333	6
EGAN00001341987	chr1_114136997	33.3333333333333	3
EGAN00001341987	chr1_119005528	40	15
EGAN00001341987	chr1_151197469	100	2
EGAN00001341987	chr1_151352085	54.5454545454545	11
EGAN00001341987	chr1_153022380	60	5
EGAN00001341987	chr1_154707828	60	5
EGAN00001341987	chr1_156193528	0	5
EGAN00001341987	chr1_156246289	100	1
EGAN00001341987	chr1_167629958	0	9
EGAN00001341987	chr1_168997424	100	5
EGAN00001341987	chr1_181629071	90	10
EGAN00001341987	chr1_212917135	50	4
EGAN00001341987	chr1_221839912	100	1
EGAN00001341987	chr19_4208634	100	3
EGAN00001341987	chr19_6933868	66.6666666666667	3
EGAN00001341987	chr19_7620450	66.6666666666667	3
EGAN00001341987	chr19_9960591	66.6666666666667	3
EGAN00001341987	chr19_10547625	66.6666666666667	3
EGAN00001341987	chr19_14428342	100	2
EGAN00001341987	chr19_17224895	100	3
EGAN00001341987	chr19_19228631	90.9090909090909	11
EGAN00001341987	chr19_39437477	80	5
EGAN00001341987	chr19_47022375	33.3333333333333	3
EGAN00001341987	chr19_47357047	100	7
EGAN00001341987	chr19_48096320	100	6
EGAN00001341987	chr19_50259120	0	3
EGAN00001341987	chr19_56667668	0	1
EGAN00001341987	chr7_5164167	100	5
EGAN00001341987	chr7_5564384	100	4
EGAN00001341987	chr7_30642492	66.6666666666667	6
EGAN00001341987	chr7_43199785	12.5	8
EGAN00001341987	chr7_56454779	100	5
EGAN00001341987	chr7_58045908	85.7142857142857	14
EGAN00001341987	chr7_73565783	100	5
EGAN00001341987	chr7_76166396	100	1
EGAN00001341987	chr7_95917591	66.6666666666667	3
EGAN00001341987	chr7_115420145	66.6666666666667	6
EGAN00001341987	chr7_116306146	100	10
EGAN00001341987	chr7_134355048	75	4
EGAN00001341987	chrX_8064562	50	6
EGAN00001341987	chrX_9651990	100	3
EGAN00001341987	chrX_10473748	75	8
EGAN00001341987	chrX_14690789	100	5
EGAN00001341987	chrX_19640587	100	4
EGAN00001341987	chrX_29799022	80	15
EGAN00001341987	chrX_30374129	33.3333333333333	3
EGAN00001341987	chrX_45479778	80	10
EGAN00001341987	chrX_47084584	100	2
EGAN00001341987	chrX_52246947	66.6666666666667	6
EGAN00001341987	chrX_66086837	58.3333333333333	12
EGAN00001341987	chrX_66639832	50	4
EGAN00001341987	chrX_70303289	75	12
EGAN00001341987	chrX_87489343	100	4
EGAN00001341987	chrX_88018355	66.6666666666667	6
EGAN00001341987	chrX_92117524	100	7
EGAN00001341987	chrX_103155912	100	2
EGAN00001341987	chrX_117454191	100	1
EGAN00001341987	chrX_121786794	85.7142857142857	7
EGAN00001341987	chrX_125833062	53.3333333333333	15
EGAN00001341987	chrX_131200477	88.8888888888889	9
EGAN00001341987	chrX_133812641	50	4
EGAN00001341987	chrX_134890929	100	6
EGAN00001341987	chrX_140679022	36.3636363636364	11
EGAN00001341987	chrX_142933309	80	10
EGAN00001341987	chrX_145393855	12.5	8
EGAN00001341987	chrX_145459539	85.7142857142857	7
EGAN00001341987	chrX_153892697	100	1
EGAN00001341987	chrX_154793630	88.8888888888889	9
EGAN00001341987	chr3_26878167	100	11
EGAN00001341987	chr3_46984285	100	2
EGAN00001341987	chr3_46988170	0	6
EGAN00001341987	chr3_50340540	0	3
EGAN00001341987	chr3_54203074	71.4285714285714	7
EGAN00001341987	chr3_61178549	100	7
EGAN00001341987	chr3_72302013	100	3
EGAN00001341987	chr3_75583318	0	1
EGAN00001341987	chr3_95090765	87.5	8
EGAN00001341987	chr3_98758134	100	5
EGAN00001341987	chr3_122232635	75	4
EGAN00001341987	chr3_124292638	100	2
EGAN00001341987	chr3_126214216	0	1
EGAN00001341987	chr3_141009558	57.1428571428571	7
EGAN00001341987	chr3_157701978	50	2
EGAN00001341987	chr3_161514273	100	1
EGAN00001341987	chr3_187890625	100	3
EGAN00001341987	chr3_196648504	85.7142857142857	7
EGAN00001341987	chr10_13054037	42.8571428571429	7
EGAN00001341987	chr10_15761856	80	10
EGAN00001341987	chr10_22875783	100	5
EGAN00001341987	chr10_32230625	100	5
EGAN00001341987	chr10_43215249	66.6666666666667	3
EGAN00001341987	chr10_46051416	0	3
EGAN00001341987	chr10_103584792	0	2
EGAN00001341987	chr10_103848137	40	5
EGAN00001341987	chr10_116238155	100	6
EGAN00001341987	chr10_117126088	100	3
EGAN00001341987	chr10_117126333	0	2
EGAN00001341987	chr10_123497213	75	8
EGAN00001341987	chr10_129394840	100	3
EGAN00001341987	chr10_130359215	75	4
EGAN00001341987	chr10_131581723	100	6
EGAN00001341987	chr20_18728365	100	7
EGAN00001341987	chr20_31274499	100	2
EGAN00001341987	chr20_38892436	0	2
EGAN00001341987	chr20_41378024	100	4
EGAN00001341987	chr20_53469500	100	7
EGAN00001341987	chr20_56318577	80	5
EGAN00001341987	chr20_63085658	100	3
EGAN00001341987	chr20_63131247	50	4
EGAN00001341987	chr20_63165100	75	4
EGAN00001341987	chr9_263022	100	2
EGAN00001341987	chr9_6873941	50	2
EGAN00001341987	chr9_11233815	91.6666666666667	12
EGAN00001341987	chr9_20682982	80	5
EGAN00001341987	chr9_21152362	75	4
EGAN00001341987	chr9_36826325	75	4
EGAN00001341987	chr9_42853495	33.3333333333333	3
EGAN00001341987	chr9_63348247	66.6666666666667	3
EGAN00001341987	chr9_76836241	27.2727272727273	11
EGAN00001341987	chr9_77514982	20	5
EGAN00001341987	chr9_78292300	75	8
EGAN00001341987	chr9_78618458	0	1
EGAN00001341987	chr9_80747246	66.6666666666667	3
EGAN00001341987	chr9_81101871	88.8888888888889	9
EGAN00001341987	chr9_127752452	100	1
EGAN00001341987	chr9_130376556	100	3
EGAN00001341987	chr9_134026344	50	2
EGAN00001341987	chr9_135481350	100	5
EGAN00001341987	chr2_70202883	100	4
EGAN00001341987	chr2_70896812	50	2
EGAN00001341987	chr2_71024387	100	7
EGAN00001341987	chr2_101245113	60	5
EGAN00001341987	chr2_104373927	0	1
EGAN00001341987	chr2_128902340	25	4
EGAN00001341987	chr2_175400388	83.3333333333333	6
EGAN00001341987	chr2_182031185	85.7142857142857	7
EGAN00001341987	chr2_203707953	90	10
EGAN00001341987	chr2_213001584	22.2222222222222	9
EGAN00001341987	chr2_217062556	100	13
EGAN00001341987	chr2_226994954	85.7142857142857	7
EGAN00001341987	chr2_228500207	33.3333333333333	3
EGAN00001341987	chr2_230318605	0	6
EGAN00001341987	chr18_14600023	50	6
EGAN00001341987	chr18_36160184	83.3333333333333	6
EGAN00001341987	chr18_60868500	88.8888888888889	9
EGAN00001341987	chr18_77421661	100	2
EGAN00001341987	chr21_14070208	66.6666666666667	3
EGAN00001341987	chr21_37565327	100	2
EGAN00001341987	chr21_38664557	66.6666666666667	3
EGAN00001341987	chr21_42518157	100	2
EGAN00001341987	chr21_44344331	100	4
EGAN00001341987	chr21_45819850	75	4
EGAN00001341987	chr17_4692189	100	4
EGAN00001341987	chr17_6985285	100	4
EGAN00001341987	chr17_16415616	0	5
EGAN00001341987	chr17_68247196	0	4
EGAN00001341987	chr17_75539860	100	2
EGAN00001341987	chr17_81080366	16.6666666666667	6
EGAN00001341987	chr17_82000072	100	3
EGAN00001341987	chr14_20747558	100	5
EGAN00001341987	chr14_50363770	0	4
EGAN00001341987	chr14_68434182	100	2
EGAN00001341987	chr14_72645911	100	1
EGAN00001341987	chr14_92261125	100	3
EGAN00001341987	chr14_96585335	40	5
EGAN00001341987	chr14_97459083	0	5
EGAN00001341987	chr14_99617228	25	4
EGAN00001341987	chr14_102126515	100	4
EGAN00001341987	chr14_103332688	100	4
EGAN00001341987	chr14_104105553	100	2
EGAN00001341987	chr22_12168418	66.6666666666667	3
EGAN00001341987	chr22_18958409	50	2
EGAN00001341987	chr22_26630073	77.7777777777778	9
EGAN00001341987	chr22_26665011	80	5
EGAN00001341987	chr22_27803413	100	6
EGAN00001341987	chr22_49646965	83.3333333333333	6
EGAN00001341987	chr22_50499363	100	3
EGAN00001341988	chr1_3332671	100	1
EGAN00001341988	chr1_15584385	100	1
EGAN00001341988	chr1_16167239	100	2
EGAN00001341988	chr1_25618560	66.6666666666667	3
EGAN00001341988	chr1_36555214	100	1
EGAN00001341988	chr1_53638146	100	1
EGAN00001341988	chr1_96518976	100	3
EGAN00001341988	chr1_98733419	100	2
EGAN00001341988	chr1_112329623	50	2
EGAN00001341988	chr1_114136997	100	1
EGAN00001341988	chr1_119005528	0	3
EGAN00001341988	chr1_151197469	100	1
EGAN00001341988	chr1_151352085	100	1
EGAN00001341988	chr1_153022380	25	4
EGAN00001341988	chr1_156193528	0	1
EGAN00001341988	chr1_156246289	100	1
EGAN00001341988	chr1_167629958	0	5
EGAN00001341988	chr1_168997424	100	3
EGAN00001341988	chr1_180935427	100	1
EGAN00001341988	chr1_181629071	25	4
EGAN00001341988	chr1_212917135	50	2
EGAN00001341988	chr1_221839912	100	1
EGAN00001341988	chr12_34421085	0	4
EGAN00001341988	chr12_54329411	80	5
EGAN00001341988	chr12_96485658	0	1
EGAN00001341988	chr12_103365614	66.6666666666667	6
EGAN00001341988	chr12_104215539	100	3
EGAN00001341988	chr12_109925358	66.6666666666667	3
EGAN00001341988	chr12_115334226	0	2
EGAN00001341988	chr12_121366048	50	2
EGAN00001341988	chr12_124548162	100	5
EGAN00001341988	chr12_133232969	80	5
EGAN00001341988	chr2_70202883	50	2
EGAN00001341988	chr2_70896812	33.3333333333333	3
EGAN00001341988	chr2_71024387	0	1
EGAN00001341988	chr2_175400388	100	3
EGAN00001341988	chr2_182031185	60	5
EGAN00001341988	chr2_187003438	50	2
EGAN00001341988	chr2_203707953	80	5
EGAN00001341988	chr2_213001584	16.6666666666667	6
EGAN00001341988	chr2_217062556	100	3
EGAN00001341988	chr2_226994954	100	2
EGAN00001341988	chr2_228500207	20	5
EGAN00001341988	chr2_230318605	25	4
EGAN00001341988	chrX_8064562	75	4
EGAN00001341988	chrX_9651990	66.6666666666667	3
EGAN00001341988	chrX_10473748	71.4285714285714	7
EGAN00001341988	chrX_14690789	100	2
EGAN00001341988	chrX_19640587	0	1
EGAN00001341988	chrX_29799022	100	3
EGAN00001341988	chrX_30374129	75	4
EGAN00001341988	chrX_45479778	100	3
EGAN00001341988	chrX_47084584	100	3
EGAN00001341988	chrX_52246947	50	2
EGAN00001341988	chrX_66086837	33.3333333333333	6
EGAN00001341988	chrX_66639832	75	4
EGAN00001341988	chrX_70303289	100	6
EGAN00001341988	chrX_78119699	100	1
EGAN00001341988	chrX_87489343	80	5
EGAN00001341988	chrX_88018355	80	5
EGAN00001341988	chrX_92117524	80	5
EGAN00001341988	chrX_103155912	0	1
EGAN00001341988	chrX_117454191	100	3
EGAN00001341988	chrX_121786794	75	4
EGAN00001341988	chrX_125833062	50	6
EGAN00001341988	chrX_131200477	100	3
EGAN00001341988	chrX_133812641	100	4
EGAN00001341988	chrX_134890929	100	3
EGAN00001341988	chrX_140679022	75	4
EGAN00001341988	chrX_142933309	66.6666666666667	6
EGAN00001341988	chrX_145393855	0	2
EGAN00001341988	chrX_145459539	100	1
EGAN00001341988	chrX_153892697	0	1
EGAN00001341988	chrX_154793630	66.6666666666667	6
EGAN00001341988	chr14_50363770	0	2
EGAN00001341988	chr14_68434182	100	2
EGAN00001341988	chr14_72645911	100	1
EGAN00001341988	chr14_92261125	100	1
EGAN00001341988	chr14_97459083	0	4
EGAN00001341988	chr14_99617228	0	8
EGAN00001341988	chr14_103332688	100	1
EGAN00001341988	chr14_104105553	100	1
EGAN00001341988	chr4_981446	100	3
EGAN00001341988	chr4_4461846	100	3
EGAN00001341988	chr4_6355382	50	2
EGAN00001341988	chr4_7722248	0	1
EGAN00001341988	chr4_9381003	100	1
EGAN00001341988	chr4_12118549	20	5
EGAN00001341988	chr4_26822662	66.6666666666667	6
EGAN00001341988	chr4_37436122	0	2
EGAN00001341988	chr4_64314525	100	3
EGAN00001341988	chr4_64927430	100	6
EGAN00001341988	chr4_78704723	100	7
EGAN00001341988	chr4_134394695	100	1
EGAN00001341988	chr4_164959805	100	3
EGAN00001341988	chr4_188315458	100	4
EGAN00001341988	chr6_10882717	50	2
EGAN00001341988	chr6_25263453	50	2
EGAN00001341988	chr6_27187194	75	4
EGAN00001341988	chr6_35503585	25	4
EGAN00001341988	chr6_45236020	100	4
EGAN00001341988	chr6_68487849	66.6666666666667	6
EGAN00001341988	chr6_68633390	66.6666666666667	3
EGAN00001341988	chr6_69431934	100	1
EGAN00001341988	chr6_96784428	100	2
EGAN00001341988	chr6_126033156	66.6666666666667	9
EGAN00001341988	chr6_128911345	100	2
EGAN00001341988	chr6_133746072	75	4
EGAN00001341988	chr6_133948746	0	1
EGAN00001341988	chr6_138523563	0	2
EGAN00001341988	chr6_158356641	75	4
EGAN00001341988	chr6_159578134	50	4
EGAN00001341988	chr5_1597217	100	4
EGAN00001341988	chr5_1778903	80	5
EGAN00001341988	chr5_33600908	100	3
EGAN00001341988	chr5_36017684	100	1
EGAN00001341988	chr5_36953216	85.7142857142857	7
EGAN00001341988	chr5_58913787	100	1
EGAN00001341988	chr5_62208520	100	4
EGAN00001341988	chr5_63155217	100	4
EGAN00001341988	chr5_76199453	0	3
EGAN00001341988	chr5_88827334	0	1
EGAN00001341988	chr5_96656366	100	5
EGAN00001341988	chr5_134906266	50	2
EGAN00001341988	chr5_135036179	0	2
EGAN00001341988	chr5_137889034	0	1
EGAN00001341988	chr5_141477532	50	2
EGAN00001341988	chr5_146333950	100	3
EGAN00001341988	chr5_170715905	100	1
EGAN00001341988	chr13_25852742	66.6666666666667	3
EGAN00001341988	chr13_51782350	25	4
