cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_ME_hit
chr2_2117490,ambiguous,chr2,2117490,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117540,constitutive,chr2,2117540,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117601,ambiguous,chr2,2117601,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117690,constitutive,chr2,2117690,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117773,ambiguous,chr2,2117773,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117858,constitutive,chr2,2117858,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2117868,constitutive,chr2,2117868,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2118621,constitutive,chr2,2118621,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2118904,ambiguous,chr2,2118904,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2118928,ambiguous,chr2,2118928,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2118963,constitutive,chr2,2118963,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2118971,ambiguous,chr2,2118971,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119104,constitutive,chr2,2119104,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119128,ambiguous,chr2,2119128,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119147,ambiguous,chr2,2119147,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119554,constitutive,chr2,2119554,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119701,constitutive,chr2,2119701,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119885,ambiguous,chr2,2119885,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119911,ambiguous,chr2,2119911,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2119947,ambiguous,chr2,2119947,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120059,ambiguous,chr2,2120059,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120084,constitutive,chr2,2120084,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120124,ambiguous,chr2,2120124,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120127,constitutive,chr2,2120127,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120160,ambiguous,chr2,2120160,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120217,constitutive,chr2,2120217,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120249,constitutive,chr2,2120249,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120319,ambiguous,chr2,2120319,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120355,ambiguous,chr2,2120355,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120568,constitutive,chr2,2120568,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120578,constitutive,chr2,2120578,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120734,constitutive,chr2,2120734,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120761,constitutive,chr2,2120761,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120774,constitutive,chr2,2120774,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120782,constitutive,chr2,2120782,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120795,ambiguous,chr2,2120795,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120825,ambiguous,chr2,2120825,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120837,ambiguous,chr2,2120837,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120846,ambiguous,chr2,2120846,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120853,ambiguous,chr2,2120853,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120885,ambiguous,chr2,2120885,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120933,ambiguous,chr2,2120933,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120970,constitutive,chr2,2120970,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120984,constitutive,chr2,2120984,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120990,constitutive,chr2,2120990,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2120997,constitutive,chr2,2120997,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121005,ambiguous,chr2,2121005,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121008,ambiguous,chr2,2121008,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121010,ambiguous,chr2,2121010,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121022,ambiguous,chr2,2121022,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121040,ambiguous,chr2,2121040,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121043,ambiguous,chr2,2121043,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121070,constitutive,chr2,2121070,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121077,ambiguous,chr2,2121077,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121085,ambiguous,chr2,2121085,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121164,ambiguous,chr2,2121164,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121186,ambiguous,chr2,2121186,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121229,ambiguous,chr2,2121229,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121232,ambiguous,chr2,2121232,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121234,ambiguous,chr2,2121234,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121240,ambiguous,chr2,2121240,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121264,ambiguous,chr2,2121264,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121270,ambiguous,chr2,2121270,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121302,ambiguous,chr2,2121302,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121365,constitutive,chr2,2121365,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121410,ambiguous,chr2,2121410,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121417,ambiguous,chr2,2121417,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121421,ambiguous,chr2,2121421,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121464,constitutive,chr2,2121464,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121517,constitutive,chr2,2121517,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121547,ambiguous,chr2,2121547,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121572,constitutive,chr2,2121572,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121598,constitutive,chr2,2121598,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121633,constitutive,chr2,2121633,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121675,constitutive,chr2,2121675,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121706,constitutive,chr2,2121706,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121720,constitutive,chr2,2121720,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121727,constitutive,chr2,2121727,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121736,constitutive,chr2,2121736,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121774,constitutive,chr2,2121774,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121776,ambiguous,chr2,2121776,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121821,ambiguous,chr2,2121821,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121925,constitutive,chr2,2121925,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121954,ambiguous,chr2,2121954,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121960,ambiguous,chr2,2121960,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2121987,ambiguous,chr2,2121987,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122021,ambiguous,chr2,2122021,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122039,constitutive,chr2,2122039,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122054,constitutive,chr2,2122054,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122060,constitutive,chr2,2122060,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122070,constitutive,chr2,2122070,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122082,constitutive,chr2,2122082,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122140,ambiguous,chr2,2122140,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122189,constitutive,chr2,2122189,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122251,ambiguous,chr2,2122251,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122276,ambiguous,chr2,2122276,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122365,ambiguous,chr2,2122365,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122393,constitutive,chr2,2122393,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122503,constitutive,chr2,2122503,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122506,constitutive,chr2,2122506,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122532,constitutive,chr2,2122532,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122606,ambiguous,chr2,2122606,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122703,constitutive,chr2,2122703,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122723,ambiguous,chr2,2122723,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122755,constitutive,chr2,2122755,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2122944,constitutive,chr2,2122944,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123047,constitutive,chr2,2123047,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123055,ambiguous,chr2,2123055,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123137,constitutive,chr2,2123137,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123253,ambiguous,chr2,2123253,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123293,ambiguous,chr2,2123293,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123375,constitutive,chr2,2123375,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123411,ambiguous,chr2,2123411,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123524,constitutive,chr2,2123524,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123622,ambiguous,chr2,2123622,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123726,ambiguous,chr2,2123726,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123859,constitutive,chr2,2123859,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123890,constitutive,chr2,2123890,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123912,constitutive,chr2,2123912,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2123919,constitutive,chr2,2123919,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124064,constitutive,chr2,2124064,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124139,constitutive,chr2,2124139,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124271,constitutive,chr2,2124271,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124326,constitutive,chr2,2124326,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124442,ambiguous,chr2,2124442,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124515,ambiguous,chr2,2124515,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124547,ambiguous,chr2,2124547,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124771,ambiguous,chr2,2124771,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124870,constitutive,chr2,2124870,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124880,constitutive,chr2,2124880,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2124923,ambiguous,chr2,2124923,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2125432,ambiguous,chr2,2125432,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2125553,constitutive,chr2,2125553,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2125909,constitutive,chr2,2125909,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2125939,constitutive,chr2,2125939,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126030,ambiguous,chr2,2126030,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126088,constitutive,chr2,2126088,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126209,ambiguous,chr2,2126209,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126408,ambiguous,chr2,2126408,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126539,ambiguous,chr2,2126539,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126651,ambiguous,chr2,2126651,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126765,constitutive,chr2,2126765,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126914,ambiguous,chr2,2126914,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2126967,ambiguous,chr2,2126967,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127134,constitutive,chr2,2127134,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127288,ambiguous,chr2,2127288,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127346,ambiguous,chr2,2127346,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127499,constitutive,chr2,2127499,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127574,ambiguous,chr2,2127574,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127614,ambiguous,chr2,2127614,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127624,ambiguous,chr2,2127624,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127651,ambiguous,chr2,2127651,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127686,ambiguous,chr2,2127686,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2127833,ambiguous,chr2,2127833,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2128082,ambiguous,chr2,2128082,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2128131,ambiguous,chr2,2128131,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2128271,ambiguous,chr2,2128271,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2128303,ambiguous,chr2,2128303,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129068,ambiguous,chr2,2129068,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129102,ambiguous,chr2,2129102,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129121,constitutive,chr2,2129121,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129227,ambiguous,chr2,2129227,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129576,ambiguous,chr2,2129576,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129628,constitutive,chr2,2129628,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129632,constitutive,chr2,2129632,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129634,constitutive,chr2,2129634,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129837,constitutive,chr2,2129837,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129854,ambiguous,chr2,2129854,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2129884,constitutive,chr2,2129884,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130012,ambiguous,chr2,2130012,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130176,constitutive,chr2,2130176,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130186,constitutive,chr2,2130186,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130210,ambiguous,chr2,2130210,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130283,ambiguous,chr2,2130283,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130324,ambiguous,chr2,2130324,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130455,ambiguous,chr2,2130455,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130485,ambiguous,chr2,2130485,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130503,ambiguous,chr2,2130503,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130644,ambiguous,chr2,2130644,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130703,ambiguous,chr2,2130703,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2130710,ambiguous,chr2,2130710,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131057,constitutive,chr2,2131057,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131079,ambiguous,chr2,2131079,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131300,constitutive,chr2,2131300,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131680,ambiguous,chr2,2131680,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131721,ambiguous,chr2,2131721,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131727,ambiguous,chr2,2131727,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131792,ambiguous,chr2,2131792,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131844,ambiguous,chr2,2131844,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131971,constitutive,chr2,2131971,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2131999,ambiguous,chr2,2131999,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132032,constitutive,chr2,2132032,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132064,ambiguous,chr2,2132064,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132128,ambiguous,chr2,2132128,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132198,constitutive,chr2,2132198,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132206,constitutive,chr2,2132206,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132252,ambiguous,chr2,2132252,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132282,ambiguous,chr2,2132282,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2132869,ambiguous,chr2,2132869,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133069,ambiguous,chr2,2133069,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133087,constitutive,chr2,2133087,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133097,ambiguous,chr2,2133097,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133110,constitutive,chr2,2133110,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133138,ambiguous,chr2,2133138,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133208,ambiguous,chr2,2133208,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133221,ambiguous,chr2,2133221,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133287,constitutive,chr2,2133287,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133729,ambiguous,chr2,2133729,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133830,ambiguous,chr2,2133830,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133903,ambiguous,chr2,2133903,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2133945,ambiguous,chr2,2133945,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134080,ambiguous,chr2,2134080,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134111,ambiguous,chr2,2134111,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134129,ambiguous,chr2,2134129,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134288,ambiguous,chr2,2134288,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134673,ambiguous,chr2,2134673,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134739,ambiguous,chr2,2134739,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2134811,ambiguous,chr2,2134811,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135186,ambiguous,chr2,2135186,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135617,ambiguous,chr2,2135617,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135653,ambiguous,chr2,2135653,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135806,constitutive,chr2,2135806,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135851,ambiguous,chr2,2135851,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135881,ambiguous,chr2,2135881,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2135898,ambiguous,chr2,2135898,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136334,ambiguous,chr2,2136334,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136353,ambiguous,chr2,2136353,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136363,ambiguous,chr2,2136363,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136509,ambiguous,chr2,2136509,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136545,ambiguous,chr2,2136545,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2136718,ambiguous,chr2,2136718,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2137659,constitutive,chr2,2137659,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2137778,constitutive,chr2,2137778,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2138879,constitutive,chr2,2138879,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2138900,constitutive,chr2,2138900,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2138909,constitutive,chr2,2138909,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2138985,constitutive,chr2,2138985,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139005,constitutive,chr2,2139005,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139090,ambiguous,chr2,2139090,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139118,ambiguous,chr2,2139118,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139169,constitutive,chr2,2139169,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139188,ambiguous,chr2,2139188,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139229,ambiguous,chr2,2139229,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139345,constitutive,chr2,2139345,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139385,ambiguous,chr2,2139385,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139499,ambiguous,chr2,2139499,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139509,constitutive,chr2,2139509,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139531,constitutive,chr2,2139531,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139563,constitutive,chr2,2139563,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139570,constitutive,chr2,2139570,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139587,constitutive,chr2,2139587,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139625,ambiguous,chr2,2139625,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139692,constitutive,chr2,2139692,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139703,constitutive,chr2,2139703,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2139955,constitutive,chr2,2139955,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140107,constitutive,chr2,2140107,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140497,constitutive,chr2,2140497,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140520,constitutive,chr2,2140520,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140583,constitutive,chr2,2140583,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140591,constitutive,chr2,2140591,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140676,constitutive,chr2,2140676,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140679,constitutive,chr2,2140679,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140684,constitutive,chr2,2140684,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140712,constitutive,chr2,2140712,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140724,constitutive,chr2,2140724,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140728,constitutive,chr2,2140728,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140860,constitutive,chr2,2140860,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2140905,constitutive,chr2,2140905,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141031,constitutive,chr2,2141031,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141470,ambiguous,chr2,2141470,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141525,ambiguous,chr2,2141525,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141599,ambiguous,chr2,2141599,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141649,ambiguous,chr2,2141649,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141727,ambiguous,chr2,2141727,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141780,ambiguous,chr2,2141780,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141802,ambiguous,chr2,2141802,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141895,constitutive,chr2,2141895,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141950,ambiguous,chr2,2141950,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2141989,ambiguous,chr2,2141989,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142130,constitutive,chr2,2142130,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142178,ambiguous,chr2,2142178,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142217,ambiguous,chr2,2142217,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142266,ambiguous,chr2,2142266,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142302,constitutive,chr2,2142302,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142304,constitutive,chr2,2142304,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142461,constitutive,chr2,2142461,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142502,ambiguous,chr2,2142502,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142509,ambiguous,chr2,2142509,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142579,ambiguous,chr2,2142579,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142833,constitutive,chr2,2142833,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142938,ambiguous,chr2,2142938,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2142982,ambiguous,chr2,2142982,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143016,constitutive,chr2,2143016,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143018,constitutive,chr2,2143018,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143026,ambiguous,chr2,2143026,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143056,constitutive,chr2,2143056,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143117,constitutive,chr2,2143117,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143146,constitutive,chr2,2143146,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143150,constitutive,chr2,2143150,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143162,constitutive,chr2,2143162,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143182,ambiguous,chr2,2143182,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143206,ambiguous,chr2,2143206,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143238,ambiguous,chr2,2143238,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143268,constitutive,chr2,2143268,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143276,constitutive,chr2,2143276,MYT1L,1789113,2331664,TRUE,FALSE
chr2_2143284,constitutive,chr2,2143284,MYT1L,1789113,2331664,TRUE,FALSE
