cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr13_25928341,chr13,25928341,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928520,chr13,25928520,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928528,chr13,25928528,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928637,chr13,25928637,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928648,chr13,25928648,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928675,chr13,25928675,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928849,chr13,25928849,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928872,chr13,25928872,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928878,chr13,25928878,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928903,chr13,25928903,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928916,chr13,25928916,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25928941,chr13,25928941,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929058,chr13,25929058,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929097,chr13,25929097,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929175,chr13,25929175,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929185,chr13,25929185,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929232,chr13,25929232,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929236,chr13,25929236,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929245,chr13,25929245,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929304,chr13,25929304,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929374,chr13,25929374,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929488,chr13,25929488,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929576,chr13,25929576,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929580,chr13,25929580,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929624,chr13,25929624,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929686,chr13,25929686,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929721,chr13,25929721,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929731,chr13,25929731,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929810,chr13,25929810,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929926,chr13,25929926,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929930,chr13,25929930,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25929975,chr13,25929975,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930009,chr13,25930009,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930029,chr13,25930029,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930051,chr13,25930051,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930514,chr13,25930514,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930607,chr13,25930607,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930678,chr13,25930678,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930843,chr13,25930843,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930853,chr13,25930853,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930898,chr13,25930898,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930901,chr13,25930901,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25930913,chr13,25930913,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931136,chr13,25931136,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931141,chr13,25931141,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931179,chr13,25931179,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931207,chr13,25931207,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931219,chr13,25931219,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931290,chr13,25931290,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931466,chr13,25931466,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931530,chr13,25931530,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931537,chr13,25931537,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931604,chr13,25931604,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931699,chr13,25931699,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931708,chr13,25931708,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931774,chr13,25931774,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931812,chr13,25931812,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931817,chr13,25931817,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931821,chr13,25931821,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931844,chr13,25931844,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931876,chr13,25931876,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931916,chr13,25931916,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931948,chr13,25931948,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25931996,chr13,25931996,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932004,chr13,25932004,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932143,chr13,25932143,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932166,chr13,25932166,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932174,chr13,25932174,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932309,chr13,25932309,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932354,chr13,25932354,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932364,chr13,25932364,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932456,chr13,25932456,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932816,chr13,25932816,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932869,chr13,25932869,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932907,chr13,25932907,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932915,chr13,25932915,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25932932,chr13,25932932,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933008,chr13,25933008,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933090,chr13,25933090,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933260,chr13,25933260,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933362,chr13,25933362,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933555,chr13,25933555,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25933761,chr13,25933761,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934229,chr13,25934229,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934338,chr13,25934338,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934374,chr13,25934374,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934416,chr13,25934416,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934439,chr13,25934439,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934486,chr13,25934486,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934562,chr13,25934562,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934687,chr13,25934687,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934839,chr13,25934839,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934869,chr13,25934869,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25934972,chr13,25934972,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25935260,chr13,25935260,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25935604,chr13,25935604,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25935673,chr13,25935673,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25935774,chr13,25935774,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936270,chr13,25936270,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936293,chr13,25936293,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936345,chr13,25936345,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936393,chr13,25936393,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936455,chr13,25936455,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936465,chr13,25936465,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936618,chr13,25936618,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936628,chr13,25936628,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936669,chr13,25936669,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936709,chr13,25936709,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936875,chr13,25936875,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25936938,chr13,25936938,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937066,chr13,25937066,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937218,chr13,25937218,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937536,chr13,25937536,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937571,chr13,25937571,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937577,chr13,25937577,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937631,chr13,25937631,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937665,chr13,25937665,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25937721,chr13,25937721,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938087,chr13,25938087,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938286,chr13,25938286,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938290,chr13,25938290,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938327,chr13,25938327,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938337,chr13,25938337,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938394,chr13,25938394,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938452,chr13,25938452,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938503,chr13,25938503,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938598,chr13,25938598,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938763,chr13,25938763,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938772,chr13,25938772,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938801,chr13,25938801,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938945,chr13,25938945,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938989,chr13,25938989,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25938999,chr13,25938999,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939003,chr13,25939003,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939039,chr13,25939039,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939089,chr13,25939089,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939134,chr13,25939134,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939192,chr13,25939192,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939267,chr13,25939267,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939338,chr13,25939338,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939426,chr13,25939426,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939436,chr13,25939436,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939494,chr13,25939494,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939524,chr13,25939524,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939554,chr13,25939554,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939726,chr13,25939726,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939734,chr13,25939734,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939756,chr13,25939756,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939836,chr13,25939836,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939865,chr13,25939865,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939969,chr13,25939969,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25939992,chr13,25939992,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940012,chr13,25940012,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940019,chr13,25940019,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940024,chr13,25940024,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940056,chr13,25940056,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940062,chr13,25940062,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940094,chr13,25940094,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940101,chr13,25940101,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940134,chr13,25940134,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940184,chr13,25940184,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940196,chr13,25940196,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940232,chr13,25940232,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940246,chr13,25940246,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940255,chr13,25940255,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940312,chr13,25940312,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940346,chr13,25940346,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940469,chr13,25940469,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940681,chr13,25940681,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940744,chr13,25940744,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940830,chr13,25940830,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940847,chr13,25940847,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940857,chr13,25940857,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940900,chr13,25940900,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940951,chr13,25940951,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940965,chr13,25940965,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25940980,chr13,25940980,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941006,chr13,25941006,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941080,chr13,25941080,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941116,chr13,25941116,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941130,chr13,25941130,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941314,chr13,25941314,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941472,chr13,25941472,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941503,chr13,25941503,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941537,chr13,25941537,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941591,chr13,25941591,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941903,chr13,25941903,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941946,chr13,25941946,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25941985,chr13,25941985,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942423,chr13,25942423,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942452,chr13,25942452,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942515,chr13,25942515,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942525,chr13,25942525,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942547,chr13,25942547,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942569,chr13,25942569,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942657,chr13,25942657,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942668,chr13,25942668,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942675,chr13,25942675,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942683,chr13,25942683,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942703,chr13,25942703,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942713,chr13,25942713,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942731,chr13,25942731,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25942911,chr13,25942911,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943008,chr13,25943008,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943090,chr13,25943090,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943100,chr13,25943100,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943217,chr13,25943217,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943332,chr13,25943332,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943590,chr13,25943590,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943666,chr13,25943666,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943692,chr13,25943692,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943705,chr13,25943705,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943761,chr13,25943761,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943874,chr13,25943874,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25943962,chr13,25943962,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944233,chr13,25944233,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944244,chr13,25944244,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944281,chr13,25944281,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944335,chr13,25944335,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944407,chr13,25944407,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944431,chr13,25944431,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944455,chr13,25944455,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944492,chr13,25944492,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25944767,chr13,25944767,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945096,chr13,25945096,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945173,chr13,25945173,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945242,chr13,25945242,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945278,chr13,25945278,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945384,chr13,25945384,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945402,chr13,25945402,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945744,chr13,25945744,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945759,chr13,25945759,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945784,chr13,25945784,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945786,chr13,25945786,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945809,chr13,25945809,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945892,chr13,25945892,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25945916,chr13,25945916,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946094,chr13,25946094,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946122,chr13,25946122,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946172,chr13,25946172,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946186,chr13,25946186,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946230,chr13,25946230,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946272,chr13,25946272,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946497,chr13,25946497,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946500,chr13,25946500,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946586,chr13,25946586,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946592,chr13,25946592,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946616,chr13,25946616,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946638,chr13,25946638,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946810,chr13,25946810,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946904,chr13,25946904,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946936,chr13,25946936,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946944,chr13,25946944,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25946999,chr13,25946999,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947027,chr13,25947027,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947037,chr13,25947037,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947043,chr13,25947043,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947155,chr13,25947155,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947193,chr13,25947193,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947252,chr13,25947252,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947287,chr13,25947287,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947463,chr13,25947463,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947734,chr13,25947734,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947752,chr13,25947752,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947779,chr13,25947779,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947870,chr13,25947870,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947883,chr13,25947883,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25947956,chr13,25947956,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948216,chr13,25948216,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948274,chr13,25948274,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948316,chr13,25948316,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948487,chr13,25948487,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948518,chr13,25948518,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948868,chr13,25948868,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25948904,chr13,25948904,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949018,chr13,25949018,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949132,chr13,25949132,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949268,chr13,25949268,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949337,chr13,25949337,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949376,chr13,25949376,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949378,chr13,25949378,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949424,chr13,25949424,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949453,chr13,25949453,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949690,chr13,25949690,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949723,chr13,25949723,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949758,chr13,25949758,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949830,chr13,25949830,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949885,chr13,25949885,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25949956,chr13,25949956,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950019,chr13,25950019,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950089,chr13,25950089,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950131,chr13,25950131,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950171,chr13,25950171,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950173,chr13,25950173,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950186,chr13,25950186,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950216,chr13,25950216,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950221,chr13,25950221,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950306,chr13,25950306,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950803,chr13,25950803,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25950880,chr13,25950880,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951014,chr13,25951014,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951021,chr13,25951021,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951162,chr13,25951162,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951257,chr13,25951257,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951281,chr13,25951281,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951508,chr13,25951508,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25951910,chr13,25951910,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952087,chr13,25952087,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952244,chr13,25952244,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952483,chr13,25952483,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952525,chr13,25952525,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952574,chr13,25952574,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952611,chr13,25952611,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952649,chr13,25952649,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952651,chr13,25952651,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952663,chr13,25952663,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952923,chr13,25952923,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25952988,chr13,25952988,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953180,chr13,25953180,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953338,chr13,25953338,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953391,chr13,25953391,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953466,chr13,25953466,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953566,chr13,25953566,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953621,chr13,25953621,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953696,chr13,25953696,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953708,chr13,25953708,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953723,chr13,25953723,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953735,chr13,25953735,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953773,chr13,25953773,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953783,chr13,25953783,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953817,chr13,25953817,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953849,chr13,25953849,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953877,chr13,25953877,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953932,chr13,25953932,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25953942,chr13,25953942,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25954009,chr13,25954009,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25954076,chr13,25954076,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25954079,chr13,25954079,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25954157,chr13,25954157,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25954446,chr13,25954446,ATP8A2,25371974,26025851,TRUE,FALSE
