cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_endo_hit
chr10_116967941,chr10,116967941,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116967965,chr10,116967965,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968010,chr10,116968010,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968054,chr10,116968054,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968167,chr10,116968167,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968647,chr10,116968647,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968679,chr10,116968679,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968690,chr10,116968690,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116968973,chr10,116968973,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969141,chr10,116969141,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969152,chr10,116969152,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969164,chr10,116969164,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969192,chr10,116969192,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969208,chr10,116969208,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969301,chr10,116969301,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969333,chr10,116969333,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969389,chr10,116969389,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969529,chr10,116969529,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116969606,chr10,116969606,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970043,chr10,116970043,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970122,chr10,116970122,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970397,chr10,116970397,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970415,chr10,116970415,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970437,chr10,116970437,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970443,chr10,116970443,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970456,chr10,116970456,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970490,chr10,116970490,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970511,chr10,116970511,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970574,chr10,116970574,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970586,chr10,116970586,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116970645,chr10,116970645,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971298,chr10,116971298,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971403,chr10,116971403,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971425,chr10,116971425,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971463,chr10,116971463,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971513,chr10,116971513,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971650,chr10,116971650,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971849,chr10,116971849,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116971889,chr10,116971889,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972065,chr10,116972065,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972076,chr10,116972076,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972438,chr10,116972438,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972557,chr10,116972557,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972638,chr10,116972638,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972750,chr10,116972750,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972831,chr10,116972831,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116972877,chr10,116972877,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973110,chr10,116973110,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973215,chr10,116973215,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973221,chr10,116973221,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973412,chr10,116973412,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973648,chr10,116973648,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973713,chr10,116973713,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973732,chr10,116973732,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116973914,chr10,116973914,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116974588,chr10,116974588,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116974621,chr10,116974621,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116974747,chr10,116974747,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116974820,chr10,116974820,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116974852,chr10,116974852,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116975162,chr10,116975162,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116975935,chr10,116975935,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976057,chr10,116976057,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976296,chr10,116976296,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976352,chr10,116976352,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976355,chr10,116976355,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976520,chr10,116976520,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976661,chr10,116976661,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116976883,chr10,116976883,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116977064,chr10,116977064,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116977394,chr10,116977394,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116977797,chr10,116977797,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116977835,chr10,116977835,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978144,chr10,116978144,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978272,chr10,116978272,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978493,chr10,116978493,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978540,chr10,116978540,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978844,chr10,116978844,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116978971,chr10,116978971,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979203,chr10,116979203,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979300,chr10,116979300,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979525,chr10,116979525,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979545,chr10,116979545,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979554,chr10,116979554,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979566,chr10,116979566,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979580,chr10,116979580,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979857,chr10,116979857,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979872,chr10,116979872,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116979951,chr10,116979951,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116980051,chr10,116980051,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116980275,chr10,116980275,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116980649,chr10,116980649,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116980792,chr10,116980792,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116980857,chr10,116980857,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981044,chr10,116981044,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981056,chr10,116981056,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981084,chr10,116981084,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981147,chr10,116981147,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981233,chr10,116981233,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981235,chr10,116981235,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981243,chr10,116981243,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981273,chr10,116981273,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981307,chr10,116981307,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981331,chr10,116981331,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981417,chr10,116981417,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981422,chr10,116981422,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981780,chr10,116981780,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981786,chr10,116981786,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981829,chr10,116981829,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981885,chr10,116981885,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981919,chr10,116981919,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981927,chr10,116981927,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981929,chr10,116981929,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981972,chr10,116981972,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116981982,chr10,116981982,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982052,chr10,116982052,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982532,chr10,116982532,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982538,chr10,116982538,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982678,chr10,116982678,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982682,chr10,116982682,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982694,chr10,116982694,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982785,chr10,116982785,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982834,chr10,116982834,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982894,chr10,116982894,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116982911,chr10,116982911,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116983032,chr10,116983032,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116983130,chr10,116983130,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116983550,chr10,116983550,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116983577,chr10,116983577,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116983885,chr10,116983885,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116984034,chr10,116984034,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116984110,chr10,116984110,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116984334,chr10,116984334,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116984425,chr10,116984425,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116984513,chr10,116984513,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985170,chr10,116985170,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985246,chr10,116985246,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985283,chr10,116985283,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985527,chr10,116985527,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985570,chr10,116985570,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116985862,chr10,116985862,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986004,chr10,116986004,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986206,chr10,116986206,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986366,chr10,116986366,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986384,chr10,116986384,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986685,chr10,116986685,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986754,chr10,116986754,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986791,chr10,116986791,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986797,chr10,116986797,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986821,chr10,116986821,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986831,chr10,116986831,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986873,chr10,116986873,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986877,chr10,116986877,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986917,chr10,116986917,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986962,chr10,116986962,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986973,chr10,116986973,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116986978,chr10,116986978,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987016,chr10,116987016,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987022,chr10,116987022,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987161,chr10,116987161,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987225,chr10,116987225,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987388,chr10,116987388,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987437,chr10,116987437,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987449,chr10,116987449,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987601,chr10,116987601,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987642,chr10,116987642,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987691,chr10,116987691,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987712,chr10,116987712,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987743,chr10,116987743,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987838,chr10,116987838,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987846,chr10,116987846,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987898,chr10,116987898,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987906,chr10,116987906,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116987940,chr10,116987940,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116988070,chr10,116988070,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116988765,chr10,116988765,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989296,chr10,116989296,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989548,chr10,116989548,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989796,chr10,116989796,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989802,chr10,116989802,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989804,chr10,116989804,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116989966,chr10,116989966,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990428,chr10,116990428,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990583,chr10,116990583,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990844,chr10,116990844,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990871,chr10,116990871,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990908,chr10,116990908,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990952,chr10,116990952,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990957,chr10,116990957,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990968,chr10,116990968,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116990982,chr10,116990982,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991046,chr10,116991046,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991048,chr10,116991048,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991058,chr10,116991058,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991100,chr10,116991100,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991110,chr10,116991110,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991117,chr10,116991117,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991134,chr10,116991134,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991164,chr10,116991164,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991180,chr10,116991180,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991244,chr10,116991244,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991258,chr10,116991258,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991457,chr10,116991457,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991471,chr10,116991471,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991480,chr10,116991480,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991488,chr10,116991488,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991828,chr10,116991828,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991863,chr10,116991863,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116991879,chr10,116991879,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116992002,chr10,116992002,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116992034,chr10,116992034,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116992087,chr10,116992087,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116992162,chr10,116992162,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116992386,chr10,116992386,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993162,chr10,116993162,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993176,chr10,116993176,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993216,chr10,116993216,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993236,chr10,116993236,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993257,chr10,116993257,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993354,chr10,116993354,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116993412,chr10,116993412,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116994369,chr10,116994369,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116995359,chr10,116995359,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116995483,chr10,116995483,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116995645,chr10,116995645,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116995805,chr10,116995805,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116995991,chr10,116995991,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116996462,chr10,116996462,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116996996,chr10,116996996,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997173,chr10,116997173,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997333,chr10,116997333,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997545,chr10,116997545,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997585,chr10,116997585,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997629,chr10,116997629,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997818,chr10,116997818,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997820,chr10,116997820,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997830,chr10,116997830,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997863,chr10,116997863,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997874,chr10,116997874,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997888,chr10,116997888,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997908,chr10,116997908,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997960,chr10,116997960,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997964,chr10,116997964,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116997984,chr10,116997984,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998023,chr10,116998023,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998053,chr10,116998053,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998078,chr10,116998078,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998123,chr10,116998123,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998269,chr10,116998269,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998298,chr10,116998298,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998342,chr10,116998342,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998793,chr10,116998793,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116998802,chr10,116998802,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999106,chr10,116999106,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999108,chr10,116999108,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999210,chr10,116999210,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999484,chr10,116999484,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999642,chr10,116999642,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999652,chr10,116999652,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999685,chr10,116999685,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999710,chr10,116999710,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999769,chr10,116999769,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999818,chr10,116999818,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999844,chr10,116999844,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999861,chr10,116999861,SHTN1,116881477,117126586,TRUE,FALSE
chr10_116999869,chr10,116999869,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117000234,chr10,117000234,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117000250,chr10,117000250,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117000431,chr10,117000431,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117000678,chr10,117000678,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117000770,chr10,117000770,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117001031,chr10,117001031,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117001100,chr10,117001100,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117001129,chr10,117001129,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117001423,chr10,117001423,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117001486,chr10,117001486,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117002172,chr10,117002172,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003022,chr10,117003022,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003066,chr10,117003066,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003122,chr10,117003122,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003278,chr10,117003278,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003551,chr10,117003551,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003567,chr10,117003567,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003641,chr10,117003641,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003656,chr10,117003656,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003681,chr10,117003681,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003924,chr10,117003924,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003952,chr10,117003952,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003955,chr10,117003955,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117003980,chr10,117003980,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004012,chr10,117004012,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004044,chr10,117004044,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004048,chr10,117004048,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004106,chr10,117004106,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004138,chr10,117004138,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004176,chr10,117004176,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004182,chr10,117004182,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004213,chr10,117004213,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004385,chr10,117004385,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004389,chr10,117004389,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004409,chr10,117004409,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004416,chr10,117004416,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004556,chr10,117004556,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004566,chr10,117004566,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004610,chr10,117004610,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004650,chr10,117004650,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004682,chr10,117004682,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004690,chr10,117004690,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004718,chr10,117004718,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004722,chr10,117004722,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004735,chr10,117004735,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004754,chr10,117004754,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004758,chr10,117004758,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004768,chr10,117004768,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004777,chr10,117004777,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004784,chr10,117004784,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004791,chr10,117004791,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004798,chr10,117004798,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004815,chr10,117004815,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004823,chr10,117004823,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004825,chr10,117004825,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004834,chr10,117004834,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004859,chr10,117004859,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004865,chr10,117004865,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004872,chr10,117004872,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004909,chr10,117004909,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004912,chr10,117004912,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004916,chr10,117004916,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117004932,chr10,117004932,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005064,chr10,117005064,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005068,chr10,117005068,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005095,chr10,117005095,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005119,chr10,117005119,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005122,chr10,117005122,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005124,chr10,117005124,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005163,chr10,117005163,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005173,chr10,117005173,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005186,chr10,117005186,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005199,chr10,117005199,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005205,chr10,117005205,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005223,chr10,117005223,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005225,chr10,117005225,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005230,chr10,117005230,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005232,chr10,117005232,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005234,chr10,117005234,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005455,chr10,117005455,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005467,chr10,117005467,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005469,chr10,117005469,SHTN1,116881477,117126586,TRUE,FALSE
chr10_117005485,chr10,117005485,SHTN1,116881477,117126586,TRUE,FALSE
