cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr6_7303006,constitutive,chr6,7303006,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303050,constitutive,chr6,7303050,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303060,constitutive,chr6,7303060,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303070,constitutive,chr6,7303070,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303087,constitutive,chr6,7303087,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303125,constitutive,chr6,7303125,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303241,constitutive,chr6,7303241,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303275,constitutive,chr6,7303275,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303431,ambiguous,chr6,7303431,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303587,constitutive,chr6,7303587,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303718,ambiguous,chr6,7303718,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303783,constitutive,chr6,7303783,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303806,constitutive,chr6,7303806,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303814,ambiguous,chr6,7303814,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303879,ambiguous,chr6,7303879,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303901,constitutive,chr6,7303901,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303911,constitutive,chr6,7303911,SSR1,7268306,7347446,TRUE,FALSE
chr6_7303958,constitutive,chr6,7303958,SSR1,7268306,7347446,TRUE,FALSE
chr6_7304370,constitutive,chr6,7304370,SSR1,7268306,7347446,TRUE,FALSE
chr6_7304387,constitutive,chr6,7304387,SSR1,7268306,7347446,TRUE,FALSE
chr6_7304559,ambiguous,chr6,7304559,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305176,ambiguous,chr6,7305176,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305352,ambiguous,chr6,7305352,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305498,ME,chr6,7305498,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305599,ambiguous,chr6,7305599,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305633,constitutive,chr6,7305633,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305715,ambiguous,chr6,7305715,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305929,constitutive,chr6,7305929,SSR1,7268306,7347446,TRUE,FALSE
chr6_7305947,ambiguous,chr6,7305947,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306150,constitutive,chr6,7306150,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306158,constitutive,chr6,7306158,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306205,constitutive,chr6,7306205,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306243,constitutive,chr6,7306243,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306303,constitutive,chr6,7306303,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306378,constitutive,chr6,7306378,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306389,constitutive,chr6,7306389,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306422,constitutive,chr6,7306422,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306576,constitutive,chr6,7306576,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306682,constitutive,chr6,7306682,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306691,constitutive,chr6,7306691,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306698,constitutive,chr6,7306698,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306712,constitutive,chr6,7306712,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306743,constitutive,chr6,7306743,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306772,constitutive,chr6,7306772,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306784,constitutive,chr6,7306784,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306788,constitutive,chr6,7306788,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306832,constitutive,chr6,7306832,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306840,constitutive,chr6,7306840,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306863,constitutive,chr6,7306863,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306873,constitutive,chr6,7306873,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306895,constitutive,chr6,7306895,SSR1,7268306,7347446,TRUE,FALSE
chr6_7306903,constitutive,chr6,7306903,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307484,constitutive,chr6,7307484,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307677,constitutive,chr6,7307677,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307739,constitutive,chr6,7307739,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307805,constitutive,chr6,7307805,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307817,constitutive,chr6,7307817,SSR1,7268306,7347446,TRUE,FALSE
chr6_7307906,constitutive,chr6,7307906,SSR1,7268306,7347446,TRUE,FALSE
chr6_7308113,constitutive,chr6,7308113,SSR1,7268306,7347446,TRUE,FALSE
chr6_7308492,ambiguous,chr6,7308492,SSR1,7268306,7347446,TRUE,FALSE
chr6_7308534,ambiguous,chr6,7308534,SSR1,7268306,7347446,TRUE,FALSE
chr6_7308881,constitutive,chr6,7308881,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309007,ambiguous,chr6,7309007,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309318,constitutive,chr6,7309318,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309337,constitutive,chr6,7309337,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309394,constitutive,chr6,7309394,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309416,ME,chr6,7309416,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309507,ambiguous,chr6,7309507,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309568,ambiguous,chr6,7309568,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309602,ambiguous,chr6,7309602,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309608,ambiguous,chr6,7309608,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309629,ambiguous,chr6,7309629,SSR1,7268306,7347446,TRUE,FALSE
chr6_7309946,constitutive,chr6,7309946,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310173,constitutive,chr6,7310173,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310372,constitutive,chr6,7310372,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310606,ambiguous,chr6,7310606,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310633,constitutive,chr6,7310633,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310636,ambiguous,chr6,7310636,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310648,constitutive,chr6,7310648,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310739,constitutive,chr6,7310739,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310825,constitutive,chr6,7310825,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310889,constitutive,chr6,7310889,SSR1,7268306,7347446,TRUE,FALSE
chr6_7310905,constitutive,chr6,7310905,SSR1,7268306,7347446,TRUE,FALSE
chr6_7311387,ambiguous,chr6,7311387,SSR1,7268306,7347446,TRUE,FALSE
chr6_7311627,ambiguous,chr6,7311627,SSR1,7268306,7347446,TRUE,FALSE
chr6_7311770,ambiguous,chr6,7311770,SSR1,7268306,7347446,TRUE,FALSE
chr6_7311930,constitutive,chr6,7311930,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312045,constitutive,chr6,7312045,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312057,constitutive,chr6,7312057,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312076,constitutive,chr6,7312076,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312161,constitutive,chr6,7312161,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312170,constitutive,chr6,7312170,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312285,constitutive,chr6,7312285,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312315,constitutive,chr6,7312315,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312420,constitutive,chr6,7312420,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312427,constitutive,chr6,7312427,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312436,constitutive,chr6,7312436,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312480,constitutive,chr6,7312480,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312494,constitutive,chr6,7312494,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312579,constitutive,chr6,7312579,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312587,constitutive,chr6,7312587,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312590,constitutive,chr6,7312590,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312607,constitutive,chr6,7312607,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312620,constitutive,chr6,7312620,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312622,constitutive,chr6,7312622,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312641,constitutive,chr6,7312641,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312647,constitutive,chr6,7312647,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312671,constitutive,chr6,7312671,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312677,constitutive,chr6,7312677,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312680,constitutive,chr6,7312680,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312682,constitutive,chr6,7312682,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312686,constitutive,chr6,7312686,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312691,constitutive,chr6,7312691,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312697,constitutive,chr6,7312697,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312706,constitutive,chr6,7312706,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312722,constitutive,chr6,7312722,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312743,constitutive,chr6,7312743,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312755,constitutive,chr6,7312755,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312790,constitutive,chr6,7312790,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312794,constitutive,chr6,7312794,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312800,constitutive,chr6,7312800,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312960,constitutive,chr6,7312960,SSR1,7268306,7347446,TRUE,FALSE
chr6_7312967,constitutive,chr6,7312967,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313021,constitutive,chr6,7313021,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313051,constitutive,chr6,7313051,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313056,constitutive,chr6,7313056,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313081,constitutive,chr6,7313081,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313104,constitutive,chr6,7313104,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313123,constitutive,chr6,7313123,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313129,constitutive,chr6,7313129,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313148,constitutive,chr6,7313148,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313151,constitutive,chr6,7313151,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313164,constitutive,chr6,7313164,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313167,constitutive,chr6,7313167,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313176,constitutive,chr6,7313176,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313185,constitutive,chr6,7313185,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313199,constitutive,chr6,7313199,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313206,constitutive,chr6,7313206,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313213,constitutive,chr6,7313213,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313220,constitutive,chr6,7313220,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313227,constitutive,chr6,7313227,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313232,constitutive,chr6,7313232,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313234,constitutive,chr6,7313234,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313238,constitutive,chr6,7313238,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313251,constitutive,chr6,7313251,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313273,constitutive,chr6,7313273,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313276,constitutive,chr6,7313276,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313279,constitutive,chr6,7313279,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313282,constitutive,chr6,7313282,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313295,constitutive,chr6,7313295,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313297,constitutive,chr6,7313297,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313322,constitutive,chr6,7313322,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313332,constitutive,chr6,7313332,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313338,constitutive,chr6,7313338,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313362,constitutive,chr6,7313362,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313364,constitutive,chr6,7313364,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313372,constitutive,chr6,7313372,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313379,constitutive,chr6,7313379,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313382,constitutive,chr6,7313382,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313390,constitutive,chr6,7313390,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313395,constitutive,chr6,7313395,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313405,constitutive,chr6,7313405,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313413,constitutive,chr6,7313413,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313422,constitutive,chr6,7313422,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313480,constitutive,chr6,7313480,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313495,constitutive,chr6,7313495,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313498,constitutive,chr6,7313498,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313679,ambiguous,chr6,7313679,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313695,ambiguous,chr6,7313695,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313733,constitutive,chr6,7313733,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313742,constitutive,chr6,7313742,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313749,constitutive,chr6,7313749,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313759,constitutive,chr6,7313759,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313768,constitutive,chr6,7313768,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313801,constitutive,chr6,7313801,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313803,constitutive,chr6,7313803,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313813,ambiguous,chr6,7313813,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313817,ambiguous,chr6,7313817,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313845,ambiguous,chr6,7313845,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313904,constitutive,chr6,7313904,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313949,constitutive,chr6,7313949,SSR1,7268306,7347446,TRUE,FALSE
chr6_7313973,ambiguous,chr6,7313973,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314343,constitutive,chr6,7314343,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314353,constitutive,chr6,7314353,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314585,constitutive,chr6,7314585,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314613,constitutive,chr6,7314613,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314670,constitutive,chr6,7314670,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314748,constitutive,chr6,7314748,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314758,constitutive,chr6,7314758,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314810,constitutive,chr6,7314810,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314821,ME,chr6,7314821,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314884,ambiguous,chr6,7314884,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314940,ambiguous,chr6,7314940,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314971,ambiguous,chr6,7314971,SSR1,7268306,7347446,TRUE,FALSE
chr6_7314973,ME,chr6,7314973,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315074,ambiguous,chr6,7315074,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315078,ambiguous,chr6,7315078,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315087,ambiguous,chr6,7315087,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315143,ME,chr6,7315143,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315182,ambiguous,chr6,7315182,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315225,ambiguous,chr6,7315225,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315231,ambiguous,chr6,7315231,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315235,ambiguous,chr6,7315235,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315250,ME,chr6,7315250,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315252,ambiguous,chr6,7315252,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315254,ambiguous,chr6,7315254,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315381,ambiguous,chr6,7315381,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315483,ME,chr6,7315483,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315494,ambiguous,chr6,7315494,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315501,ambiguous,chr6,7315501,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315518,ambiguous,chr6,7315518,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315608,ambiguous,chr6,7315608,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315617,ambiguous,chr6,7315617,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315742,constitutive,chr6,7315742,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315789,constitutive,chr6,7315789,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315795,constitutive,chr6,7315795,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315824,ambiguous,chr6,7315824,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315861,constitutive,chr6,7315861,SSR1,7268306,7347446,TRUE,FALSE
chr6_7315895,ME,chr6,7315895,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316076,constitutive,chr6,7316076,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316099,ambiguous,chr6,7316099,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316105,constitutive,chr6,7316105,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316153,ambiguous,chr6,7316153,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316777,constitutive,chr6,7316777,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316808,constitutive,chr6,7316808,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316810,constitutive,chr6,7316810,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316812,constitutive,chr6,7316812,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316817,constitutive,chr6,7316817,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316845,constitutive,chr6,7316845,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316858,constitutive,chr6,7316858,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316878,constitutive,chr6,7316878,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316882,constitutive,chr6,7316882,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316885,constitutive,chr6,7316885,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316918,constitutive,chr6,7316918,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316932,constitutive,chr6,7316932,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316935,constitutive,chr6,7316935,SSR1,7268306,7347446,TRUE,FALSE
chr6_7316954,constitutive,chr6,7316954,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317006,constitutive,chr6,7317006,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317019,constitutive,chr6,7317019,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317024,constitutive,chr6,7317024,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317030,constitutive,chr6,7317030,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317037,constitutive,chr6,7317037,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317101,constitutive,chr6,7317101,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317105,constitutive,chr6,7317105,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317107,constitutive,chr6,7317107,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317145,constitutive,chr6,7317145,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317214,constitutive,chr6,7317214,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317541,ambiguous,chr6,7317541,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317550,ambiguous,chr6,7317550,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317602,constitutive,chr6,7317602,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317605,ambiguous,chr6,7317605,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317651,ambiguous,chr6,7317651,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317670,constitutive,chr6,7317670,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317745,constitutive,chr6,7317745,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317755,constitutive,chr6,7317755,SSR1,7268306,7347446,TRUE,FALSE
chr6_7317830,ambiguous,chr6,7317830,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318003,constitutive,chr6,7318003,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318214,ambiguous,chr6,7318214,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318336,ambiguous,chr6,7318336,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318578,ambiguous,chr6,7318578,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318609,ambiguous,chr6,7318609,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318646,ambiguous,chr6,7318646,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318686,constitutive,chr6,7318686,SSR1,7268306,7347446,TRUE,FALSE
chr6_7318694,ME,chr6,7318694,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319104,ME,chr6,7319104,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319252,ambiguous,chr6,7319252,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319617,constitutive,chr6,7319617,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319733,ambiguous,chr6,7319733,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319921,constitutive,chr6,7319921,SSR1,7268306,7347446,TRUE,FALSE
chr6_7319958,constitutive,chr6,7319958,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320115,ambiguous,chr6,7320115,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320125,constitutive,chr6,7320125,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320457,constitutive,chr6,7320457,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320551,constitutive,chr6,7320551,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320575,constitutive,chr6,7320575,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320627,constitutive,chr6,7320627,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320655,constitutive,chr6,7320655,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320667,constitutive,chr6,7320667,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320672,constitutive,chr6,7320672,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320677,ambiguous,chr6,7320677,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320717,constitutive,chr6,7320717,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320759,constitutive,chr6,7320759,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320803,constitutive,chr6,7320803,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320896,constitutive,chr6,7320896,SSR1,7268306,7347446,TRUE,FALSE
chr6_7320980,constitutive,chr6,7320980,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321034,ambiguous,chr6,7321034,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321117,ambiguous,chr6,7321117,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321165,ambiguous,chr6,7321165,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321242,constitutive,chr6,7321242,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321246,constitutive,chr6,7321246,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321258,constitutive,chr6,7321258,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321302,ambiguous,chr6,7321302,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321316,constitutive,chr6,7321316,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321347,constitutive,chr6,7321347,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321379,constitutive,chr6,7321379,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321389,ambiguous,chr6,7321389,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321411,constitutive,chr6,7321411,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321422,constitutive,chr6,7321422,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321504,constitutive,chr6,7321504,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321660,constitutive,chr6,7321660,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321787,constitutive,chr6,7321787,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321827,constitutive,chr6,7321827,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321850,constitutive,chr6,7321850,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321913,constitutive,chr6,7321913,SSR1,7268306,7347446,TRUE,FALSE
chr6_7321953,ambiguous,chr6,7321953,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322060,ME,chr6,7322060,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322067,ambiguous,chr6,7322067,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322154,constitutive,chr6,7322154,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322171,constitutive,chr6,7322171,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322284,constitutive,chr6,7322284,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322306,constitutive,chr6,7322306,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322318,constitutive,chr6,7322318,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322360,constitutive,chr6,7322360,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322364,constitutive,chr6,7322364,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322372,ambiguous,chr6,7322372,SSR1,7268306,7347446,TRUE,FALSE
chr6_7322449,ambiguous,chr6,7322449,SSR1,7268306,7347446,TRUE,FALSE
