cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_endo_hit
chr8_142300623,constitutive,chr8,142300623,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142300630,ambiguous,chr8,142300630,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142300766,ambiguous,chr8,142300766,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142300795,ambiguous,chr8,142300795,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142300801,ambiguous,chr8,142300801,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301732,ambiguous,chr8,142301732,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301747,constitutive,chr8,142301747,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301779,ambiguous,chr8,142301779,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301787,ME,chr8,142301787,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301836,ambiguous,chr8,142301836,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301855,ambiguous,chr8,142301855,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301887,ambiguous,chr8,142301887,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301893,ambiguous,chr8,142301893,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301911,constitutive,chr8,142301911,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301939,constitutive,chr8,142301939,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301959,constitutive,chr8,142301959,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301965,constitutive,chr8,142301965,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301984,ambiguous,chr8,142301984,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142301996,constitutive,chr8,142301996,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302020,constitutive,chr8,142302020,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302023,constitutive,chr8,142302023,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302066,ambiguous,chr8,142302066,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302137,ambiguous,chr8,142302137,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302199,constitutive,chr8,142302199,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302324,ambiguous,chr8,142302324,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302328,constitutive,chr8,142302328,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302361,ambiguous,chr8,142302361,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302741,constitutive,chr8,142302741,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302862,constitutive,chr8,142302862,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142302942,constitutive,chr8,142302942,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303002,ambiguous,chr8,142303002,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303092,constitutive,chr8,142303092,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303104,constitutive,chr8,142303104,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303108,ambiguous,chr8,142303108,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303127,ambiguous,chr8,142303127,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303225,ambiguous,chr8,142303225,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303261,constitutive,chr8,142303261,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303280,constitutive,chr8,142303280,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303456,constitutive,chr8,142303456,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303465,ambiguous,chr8,142303465,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303500,constitutive,chr8,142303500,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303510,constitutive,chr8,142303510,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303515,constitutive,chr8,142303515,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303573,constitutive,chr8,142303573,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303634,ambiguous,chr8,142303634,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303645,ambiguous,chr8,142303645,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303679,ambiguous,chr8,142303679,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303710,ambiguous,chr8,142303710,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303757,ambiguous,chr8,142303757,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303783,ambiguous,chr8,142303783,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303788,ambiguous,chr8,142303788,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303833,ambiguous,chr8,142303833,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303876,ambiguous,chr8,142303876,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303901,ambiguous,chr8,142303901,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303945,ambiguous,chr8,142303945,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303956,ambiguous,chr8,142303956,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142303966,ambiguous,chr8,142303966,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304069,ambiguous,chr8,142304069,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304156,ambiguous,chr8,142304156,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304163,ambiguous,chr8,142304163,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304204,ambiguous,chr8,142304204,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304247,ambiguous,chr8,142304247,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304256,ambiguous,chr8,142304256,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304258,ambiguous,chr8,142304258,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304279,ambiguous,chr8,142304279,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304292,ambiguous,chr8,142304292,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304313,ambiguous,chr8,142304313,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304348,ambiguous,chr8,142304348,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304365,ambiguous,chr8,142304365,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304390,ambiguous,chr8,142304390,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304482,ambiguous,chr8,142304482,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304542,ambiguous,chr8,142304542,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304548,ambiguous,chr8,142304548,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304674,ambiguous,chr8,142304674,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304685,ambiguous,chr8,142304685,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304698,ambiguous,chr8,142304698,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304756,constitutive,chr8,142304756,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304798,ambiguous,chr8,142304798,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304810,constitutive,chr8,142304810,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304821,ambiguous,chr8,142304821,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304864,constitutive,chr8,142304864,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304872,ambiguous,chr8,142304872,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304899,constitutive,chr8,142304899,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142304938,ambiguous,chr8,142304938,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305011,constitutive,chr8,142305011,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305024,constitutive,chr8,142305024,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305052,ambiguous,chr8,142305052,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305078,ambiguous,chr8,142305078,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305110,ambiguous,chr8,142305110,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305137,ambiguous,chr8,142305137,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305141,constitutive,chr8,142305141,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305177,ambiguous,chr8,142305177,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305186,constitutive,chr8,142305186,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305453,ambiguous,chr8,142305453,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305458,ambiguous,chr8,142305458,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305511,constitutive,chr8,142305511,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305618,ambiguous,chr8,142305618,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305622,ambiguous,chr8,142305622,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305634,constitutive,chr8,142305634,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305661,ambiguous,chr8,142305661,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305707,ambiguous,chr8,142305707,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305750,ambiguous,chr8,142305750,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305761,ambiguous,chr8,142305761,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305806,ambiguous,chr8,142305806,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305850,ambiguous,chr8,142305850,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305855,ambiguous,chr8,142305855,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305878,ambiguous,chr8,142305878,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305904,ambiguous,chr8,142305904,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305912,ambiguous,chr8,142305912,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305964,ambiguous,chr8,142305964,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142305967,ambiguous,chr8,142305967,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306018,ambiguous,chr8,142306018,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306023,ambiguous,chr8,142306023,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306052,ambiguous,chr8,142306052,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306177,ambiguous,chr8,142306177,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306281,ambiguous,chr8,142306281,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306307,ambiguous,chr8,142306307,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306341,ambiguous,chr8,142306341,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306355,ambiguous,chr8,142306355,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306394,ambiguous,chr8,142306394,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306502,ambiguous,chr8,142306502,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306520,constitutive,chr8,142306520,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306537,ambiguous,chr8,142306537,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306595,ambiguous,chr8,142306595,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306618,ambiguous,chr8,142306618,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306637,ambiguous,chr8,142306637,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306829,ambiguous,chr8,142306829,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142306939,ambiguous,chr8,142306939,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307095,constitutive,chr8,142307095,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307104,ambiguous,chr8,142307104,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307230,ambiguous,chr8,142307230,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307273,ambiguous,chr8,142307273,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307322,ambiguous,chr8,142307322,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307345,ambiguous,chr8,142307345,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307409,ambiguous,chr8,142307409,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307421,ambiguous,chr8,142307421,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307455,ambiguous,chr8,142307455,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307500,ambiguous,chr8,142307500,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307594,ambiguous,chr8,142307594,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307715,ambiguous,chr8,142307715,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307794,ambiguous,chr8,142307794,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307858,ambiguous,chr8,142307858,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307866,ambiguous,chr8,142307866,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307875,ambiguous,chr8,142307875,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307879,ambiguous,chr8,142307879,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142307983,ambiguous,chr8,142307983,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308022,ME,chr8,142308022,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308152,ambiguous,chr8,142308152,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308165,constitutive,chr8,142308165,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308226,ambiguous,chr8,142308226,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308241,constitutive,chr8,142308241,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308256,constitutive,chr8,142308256,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308282,constitutive,chr8,142308282,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308290,constitutive,chr8,142308290,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308293,constitutive,chr8,142308293,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308341,constitutive,chr8,142308341,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308345,constitutive,chr8,142308345,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308360,constitutive,chr8,142308360,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308394,constitutive,chr8,142308394,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308440,constitutive,chr8,142308440,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308472,constitutive,chr8,142308472,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308492,constitutive,chr8,142308492,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308508,constitutive,chr8,142308508,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308513,constitutive,chr8,142308513,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308517,constitutive,chr8,142308517,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308526,constitutive,chr8,142308526,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308553,constitutive,chr8,142308553,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308583,ambiguous,chr8,142308583,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308597,constitutive,chr8,142308597,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308615,constitutive,chr8,142308615,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308708,constitutive,chr8,142308708,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308878,constitutive,chr8,142308878,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142308949,constitutive,chr8,142308949,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309016,constitutive,chr8,142309016,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309146,constitutive,chr8,142309146,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309173,constitutive,chr8,142309173,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309184,constitutive,chr8,142309184,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309188,constitutive,chr8,142309188,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309269,Ecto_specific,chr8,142309269,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309379,Ecto_specific,chr8,142309379,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309485,ambiguous,chr8,142309485,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309725,constitutive,chr8,142309725,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142309788,constitutive,chr8,142309788,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310025,constitutive,chr8,142310025,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310187,constitutive,chr8,142310187,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310201,constitutive,chr8,142310201,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310261,constitutive,chr8,142310261,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310289,constitutive,chr8,142310289,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310295,constitutive,chr8,142310295,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310381,constitutive,chr8,142310381,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310400,constitutive,chr8,142310400,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310411,constitutive,chr8,142310411,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310414,constitutive,chr8,142310414,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310426,constitutive,chr8,142310426,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310469,constitutive,chr8,142310469,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310505,constitutive,chr8,142310505,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310632,constitutive,chr8,142310632,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310671,ambiguous,chr8,142310671,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310885,constitutive,chr8,142310885,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142310959,constitutive,chr8,142310959,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311009,ME,chr8,142311009,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311038,constitutive,chr8,142311038,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311101,constitutive,chr8,142311101,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311186,constitutive,chr8,142311186,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311194,constitutive,chr8,142311194,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311248,constitutive,chr8,142311248,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311265,constitutive,chr8,142311265,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311390,constitutive,chr8,142311390,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311422,constitutive,chr8,142311422,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311458,constitutive,chr8,142311458,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311548,constitutive,chr8,142311548,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311587,constitutive,chr8,142311587,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142311689,constitutive,chr8,142311689,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312583,constitutive,chr8,142312583,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312672,constitutive,chr8,142312672,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312684,constitutive,chr8,142312684,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312722,constitutive,chr8,142312722,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312727,constitutive,chr8,142312727,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312924,constitutive,chr8,142312924,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142312956,constitutive,chr8,142312956,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313103,constitutive,chr8,142313103,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313117,constitutive,chr8,142313117,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313209,constitutive,chr8,142313209,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313217,constitutive,chr8,142313217,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313395,constitutive,chr8,142313395,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313812,ME,chr8,142313812,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313834,constitutive,chr8,142313834,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313842,constitutive,chr8,142313842,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313858,constitutive,chr8,142313858,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313927,constitutive,chr8,142313927,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142313935,constitutive,chr8,142313935,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314021,ME,chr8,142314021,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314030,ambiguous,chr8,142314030,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314058,ambiguous,chr8,142314058,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314068,ambiguous,chr8,142314068,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314070,ambiguous,chr8,142314070,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314074,ambiguous,chr8,142314074,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314080,ambiguous,chr8,142314080,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314169,ambiguous,chr8,142314169,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314173,ambiguous,chr8,142314173,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314241,ambiguous,chr8,142314241,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314265,ambiguous,chr8,142314265,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314301,constitutive,chr8,142314301,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314328,constitutive,chr8,142314328,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314374,constitutive,chr8,142314374,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314402,constitutive,chr8,142314402,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314417,constitutive,chr8,142314417,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314532,ambiguous,chr8,142314532,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314535,ambiguous,chr8,142314535,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314550,ambiguous,chr8,142314550,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314576,ambiguous,chr8,142314576,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314582,ambiguous,chr8,142314582,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314601,ambiguous,chr8,142314601,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314606,ambiguous,chr8,142314606,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314654,ambiguous,chr8,142314654,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314678,ambiguous,chr8,142314678,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314698,ambiguous,chr8,142314698,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314700,ambiguous,chr8,142314700,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314942,ambiguous,chr8,142314942,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314949,constitutive,chr8,142314949,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142314955,ambiguous,chr8,142314955,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315055,ambiguous,chr8,142315055,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315292,constitutive,chr8,142315292,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315317,constitutive,chr8,142315317,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315349,constitutive,chr8,142315349,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315366,constitutive,chr8,142315366,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315368,constitutive,chr8,142315368,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315404,constitutive,chr8,142315404,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315407,constitutive,chr8,142315407,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315422,constitutive,chr8,142315422,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315509,constitutive,chr8,142315509,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315557,constitutive,chr8,142315557,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315621,constitutive,chr8,142315621,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315648,ambiguous,chr8,142315648,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315701,ambiguous,chr8,142315701,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315772,constitutive,chr8,142315772,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315801,constitutive,chr8,142315801,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315831,constitutive,chr8,142315831,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315880,constitutive,chr8,142315880,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315904,constitutive,chr8,142315904,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315910,constitutive,chr8,142315910,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315929,constitutive,chr8,142315929,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315945,constitutive,chr8,142315945,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315961,constitutive,chr8,142315961,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315963,constitutive,chr8,142315963,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315978,constitutive,chr8,142315978,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142315985,constitutive,chr8,142315985,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316002,constitutive,chr8,142316002,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316036,constitutive,chr8,142316036,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316049,constitutive,chr8,142316049,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316088,constitutive,chr8,142316088,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316094,constitutive,chr8,142316094,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316099,constitutive,chr8,142316099,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316221,ambiguous,chr8,142316221,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316224,ambiguous,chr8,142316224,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316239,constitutive,chr8,142316239,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316258,constitutive,chr8,142316258,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316304,constitutive,chr8,142316304,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316357,constitutive,chr8,142316357,TSNARE1,142212080,142403182,TRUE,FALSE
chr8_142316540,ambiguous,chr8,142316540,TSNARE1,142212080,142403182,TRUE,FALSE
